year,month,state,rto,type,maker,vehicle_category,value,unit,note
2024,October,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,MGV,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,CNH INDUSTRIAL (INDIA) PVT LTD,LGV,4,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,HGV,2,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,DOOSAN BOBCAT INDIA PVT LTD,OTH,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),OTH,2,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,29,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,3,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LGV,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,4,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,5,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,LPV,2,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MGV,5,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HGV,7,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,MGV,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,27,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport,VE COMMERCIAL VEHICLES LTD,LPV,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ASHOK LEYLAND LTD,HGV,5,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ASHOK LEYLAND LTD,MGV,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,CLASSIC LEGENDS PVT LTD,2WN,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,CNH INDUSTRIAL (INDIA) PVT LTD,LGV,4,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,CNH INDUSTRIAL (INDIA) PVT LTD,LMV,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,HGV,2,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,DOOSAN BOBCAT INDIA PVT LTD,OTH,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,EICHER TRACTORS,LMV,3,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),OTH,2,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,8,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,43,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,INTERNATIONAL TRACTORS LIMITED,LMV,2,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ISUZU MOTORS INDIA PVT LTD,LMV,3,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,JCB INDIA LIMITED,HMV,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,KIA INDIA PRIVATE LIMITED,LMV,5,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,29,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,46,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LPV,3,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LGV,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,174,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LPV,4,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,6,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,5,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,LPV,2,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MGV,5,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,3,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HGV,7,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,MGV,1,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS PASSENGER VEHICLES LTD,LMV,26,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,7,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,27,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2024,October,Ladakh,All Vahan Running Office,Transport and Non Transport,VE COMMERCIAL VEHICLES LTD,LPV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,HERO MOTOCORP LTD,2WN,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,20,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,40,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,ISUZU MOTORS INDIA PVT LTD,LMV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,JCB INDIA LIMITED,HMV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),LMV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,KIA INDIA PRIVATE LIMITED,LMV,4,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,26,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,122,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,OLA ELECTRIC TECHNOLOGIES PVT LTD,2WN,4,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,6,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,LMV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS LTD,LMV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS PASSENGER VEHICLES LTD,LMV,15,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,12,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,4,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,HGV,6,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,HPV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,MGV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,HGV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,DOOSAN BOBCAT INDIA PVT LTD,OTH,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),OTH,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,HERO MOTOCORP LTD,2WT,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,KIA INDIA PRIVATE LIMITED,LPV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,22,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,MPV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,3,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,38,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,LPV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MGV,6,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HGV,12,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HPV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,17,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ASHOK LEYLAND LTD,HGV,6,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ASHOK LEYLAND LTD,HPV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ASHOK LEYLAND LTD,MGV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,HGV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,DOOSAN BOBCAT INDIA PVT LTD,OTH,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),OTH,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO MOTOCORP LTD,2WN,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO MOTOCORP LTD,2WT,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,20,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,40,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ISUZU MOTORS INDIA PVT LTD,LMV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,JCB INDIA LIMITED,HMV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),LMV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,KIA INDIA PRIVATE LIMITED,LMV,4,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,KIA INDIA PRIVATE LIMITED,LPV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,22,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,26,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LPV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,MPV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,122,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LPV,3,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,OLA ELECTRIC TECHNOLOGIES PVT LTD,2WN,4,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,6,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,38,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,LMV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,LPV,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MGV,6,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,1,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HGV,12,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HPV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LMV,2,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS PASSENGER VEHICLES LTD,LMV,15,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,12,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,17,value in Absolute Number,
2024,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TVS MOTOR COMPANY LTD,2WN,4,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,HERO MOTOCORP LTD,2WN,7,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,HONDA CARS INDIA LTD,LMV,1,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,42,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,45,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,INTERNATIONAL TRACTORS LIMITED,LMV,1,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,JCB INDIA LIMITED,HMV,4,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,KIA INDIA PRIVATE LIMITED,LMV,6,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,40,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,167,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,18,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,7,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS LTD,LMV,3,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS PASSENGER VEHICLES LTD,LMV,13,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,7,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,2WN,1,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,8,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,HGV,11,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,HPV,6,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,LGV,3,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,MGV,4,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,BAJAJ AUTO LTD,2WT,2,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,HGV,2,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,HERO MOTOCORP LTD,2WT,1,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WT,6,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,JCB INDIA LIMITED,OTH,1,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,28,value in Absolute Number,
2024,August,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,5,value in Absolute Number,
